gaia_mag,detected,distance_px,source
6.676937103271484,True,0.98,rdls
18.20349884033203,False,,rdls
9.909622192382812,True,1.51,rdls
16.80154037475586,True,2.32,rdls
16.448204040527344,False,,rdls
15.56228256225586,False,,rdls
19.04670524597168,False,,rdls
9.926605224609375,False,,rdls
4.680750846862793,True,1.27,rdls
11.119546890258789,True,0.57,rdls
9.532946586608887,True,0.82,rdls
9.926605224609375,False,,rdls
4.680750846862793,True,1.42,rdls
8.588125228881836,True,1.30,rdls
9.34525203704834,False,,rdls
15.518123626708984,True,1.17,rdls
8.644227027893066,False,,rdls
19.731037139892578,True,1.14,rdls
8.149882316589355,False,,rdls
8.68938159942627,True,0.62,rdls
8.544045448303223,False,,rdls
9.833620071411133,False,,rdls
7.464597225189209,True,4.99,rdls
9.789422988891602,False,,rdls
8.86892032623291,False,,rdls
6.2350239753723145,True,4.22,rdls
14.05403995513916,False,,rdls
10.627349853515625,False,,rdls
11.119546890258789,False,,rdls
9.597103118896484,False,,rdls
6.621140003204346,False,,rdls
8.429609298706055,True,1.15,rdls
8.666555404663086,False,,rdls
8.57031536102295,False,,rdls
7.610952377319336,True,0.67,rdls
7.8039937019348145,True,0.27,rdls
8.625473976135254,True,4.17,rdls
11.236457824707031,False,,rdls
11.263153076171875,False,,rdls
7.859952449798584,False,,rdls
9.286558151245117,True,3.33,rdls
10.77250862121582,False,,rdls
11.694616317749023,False,,rdls
8.830392837524414,True,3.80,rdls
11.286613464355469,False,,rdls
11.825498580932617,False,,rdls
9.79019546508789,True,3.25,rdls
11.812610626220703,False,,rdls
11.755634307861328,False,,rdls
7.859952449798584,False,,rdls
8.830392837524414,True,3.80,rdls
